,Fecha,Producto,Cantidad,Precio_Unitario,Descuento,Total,Vendedor,Ubicación,Forma_Pago,Estado
653,2023-10-16,Tableta,9,688,0.05,2694,Juan,Local,nan,Completo
654,2023-10-17,Tableta,4,603,,4055,Carlos,En linea,nan,Pendiente
655,2023-10-18,Telefono,6,785,,945,Maria,En linea,nan,Pendiente
656,2023-10-19,Telefono,5,486,0.1,4126,Juan,Local,Efectivo,Pendiente
657,2023-10-20,Tableta,1,969,0.1,4516,Maria,Local,nan,Cancelado
658,2023-10-21,Tableta,9,932,0.15,4375,Maria,Local,nan,Cancelado
659,2023-10-22,Telefono,1,987,0.15,3837,Carlos,En linea,nan,Completo
660,2023-10-23,Tableta,8,702,,761,Maria,En linea,Tarjeta,Cancelado
661,2023-10-24,Laptop,9,849,0.05,2348,Maria,En linea,Efectivo,Cancelado
662,2023-10-25,Laptop,9,875,0.15,4525,Juan,Local,Tarjeta,Pendiente
663,2023-10-26,Telefono,1,790,,2766,Juan,Local,Tarjeta,Completo
664,2023-10-27,Telefono,2,593,0.15,591,Carlos,En linea,Efectivo,Pendiente
665,2023-10-28,Telefono,1,589,0.05,4722,Maria,Local,Tarjeta,Completo
666,2023-10-29,Laptop,2,820,,4675,Maria,Local,Tarjeta,Completo
667,2023-10-30,Tableta,8,172,0.05,3809,Maria,Local,Tarjeta,Cancelado
668,2023-10-31,Laptop,5,608,,1482,Carlos,Local,Efectivo,Pendiente
669,2023-11-01,Tableta,7,489,0.15,3943,Maria,En linea,nan,Cancelado
670,2023-11-02,Laptop,2,718,0.1,3033,Juan,Local,Efectivo,Cancelado
671,2023-11-03,Tableta,8,956,0.15,1193,Carlos,En linea,Efectivo,Cancelado
672,2023-11-04,Laptop,6,394,0.15,4620,Juan,En linea,Efectivo,Completo
673,2023-11-05,Telefono,8,468,0.1,655,Juan,Local,Tarjeta,Pendiente
674,2023-11-06,Laptop,1,895,0.1,4088,Carlos,En linea,nan,Pendiente
675,2023-11-07,Tableta,1,964,,2312,Juan,En linea,Efectivo,Cancelado
676,2023-11-08,Laptop,7,793,,4614,Maria,Local,Efectivo,Completo
677,2023-11-09,Laptop,8,648,0.05,1907,Carlos,En linea,nan,Pendiente
678,2023-11-10,Laptop,3,748,0.05,1716,Juan,En linea,nan,Pendiente
679,2023-11-11,Telefono,5,949,0.15,1910,Maria,En linea,nan,Cancelado
680,2023-11-12,Laptop,1,667,0.1,3997,Maria,En linea,Tarjeta,Completo
681,2023-11-13,Telefono,7,286,0.05,4872,Juan,En linea,nan,Cancelado
682,2023-11-14,Telefono,5,952,0.15,1051,Maria,En linea,Tarjeta,Pendiente
683,2023-11-15,Laptop,8,869,0.1,3894,Carlos,En linea,Efectivo,Completo
684,2023-11-16,Laptop,8,544,,1676,Juan,En linea,Tarjeta,Cancelado
685,2023-11-17,Laptop,9,669,0.15,4832,Maria,Local,nan,Pendiente
686,2023-11-18,Tableta,7,462,,1497,Maria,Local,Tarjeta,Cancelado
687,2023-11-19,Laptop,1,222,0.05,4576,Juan,Local,nan,Cancelado
688,2023-11-20,Telefono,3,287,0.05,3231,Juan,En linea,Tarjeta,Cancelado
689,2023-11-21,Laptop,8,841,0.1,4437,Juan,En linea,Efectivo,Completo
690,2023-11-22,Tableta,3,779,0.15,4552,Juan,En linea,Tarjeta,Pendiente
691,2023-11-23,Laptop,8,519,,872,Carlos,Local,Efectivo,Pendiente
692,2023-11-24,Tableta,1,725,0.1,2748,Juan,Local,nan,Pendiente
693,2023-11-25,Tableta,5,351,0.05,1348,Carlos,Local,Efectivo,Pendiente
694,2023-11-26,Laptop,4,718,0.05,3056,Carlos,En linea,nan,Completo
695,2023-11-27,Telefono,5,648,0.15,2822,Juan,Local,nan,Cancelado
696,2023-11-28,Tableta,8,434,,1003,Carlos,Local,Efectivo,Pendiente
697,2023-11-29,Laptop,4,191,0.15,3689,Juan,En linea,Efectivo,Completo
698,2023-11-30,Laptop,4,629,,1202,Juan,Local,Tarjeta,Cancelado
699,2023-12-01,Telefono,3,965,,4125,Maria,En linea,Tarjeta,Completo
700,2023-12-02,Tableta,7,162,0.15,814,Juan,Local,Efectivo,Completo
701,2023-12-03,Tableta,3,761,0.1,2876,Maria,En linea,Efectivo,Pendiente
702,2023-12-04,Laptop,3,611,0.15,1540,Carlos,En linea,Efectivo,Pendiente
703,2023-12-05,Laptop,5,238,0.15,4878,Maria,En linea,Efectivo,Cancelado
704,2023-12-06,Telefono,5,797,0.05,3490,Carlos,En linea,nan,Cancelado
705,2023-12-07,Telefono,6,284,0.05,757,Juan,En linea,Efectivo,Pendiente
706,2023-12-08,Tableta,8,304,0.15,1074,Carlos,Local,Efectivo,Completo
707,2023-12-09,Tableta,6,871,0.15,2052,Carlos,En linea,Efectivo,Pendiente
708,2023-12-10,Laptop,1,313,0.05,1257,Juan,En linea,Efectivo,Cancelado
709,2023-12-11,Tableta,8,355,,3310,Carlos,En linea,nan,Completo
710,2023-12-12,Telefono,8,234,0.15,1604,Juan,En linea,Tarjeta,Completo
711,2023-12-13,Telefono,9,672,0.1,3959,Maria,Local,Tarjeta,Completo
712,2023-12-14,Laptop,9,974,0.1,4492,Juan,En linea,Tarjeta,Pendiente
713,2023-12-15,Telefono,2,921,0.1,703,Juan,Local,Tarjeta,Pendiente
714,2023-12-16,Telefono,2,187,0.15,3275,Carlos,En linea,Tarjeta,Cancelado
715,2023-12-17,Telefono,3,935,,2832,Maria,En linea,nan,Completo
716,2023-12-18,Telefono,1,306,,2492,Juan,Local,Tarjeta,Completo
717,2023-12-19,Laptop,4,228,0.05,2743,Maria,Local,nan,Pendiente
718,2023-12-20,Laptop,4,922,0.15,806,Maria,Local,nan,Cancelado
719,2023-12-21,Tableta,9,102,,2187,Carlos,En linea,Tarjeta,Cancelado
720,2023-12-22,Telefono,9,853,0.15,4609,Juan,Local,Tarjeta,Completo
721,2023-12-23,Tableta,9,220,0.05,2360,Carlos,En linea,Tarjeta,Pendiente
722,2023-12-24,Laptop,7,484,0.05,2461,Juan,Local,Efectivo,Completo
723,2023-12-25,Laptop,2,713,0.05,1222,Maria,Local,nan,Pendiente
724,2023-12-26,Laptop,5,137,0.1,1279,Juan,En linea,Tarjeta,Cancelado
725,2023-12-27,Laptop,4,440,0.15,1028,Juan,Local,Efectivo,Completo
726,2023-12-28,Laptop,8,744,0.05,843,Maria,Local,nan,Completo
727,2023-12-29,Laptop,2,813,0.15,4286,Maria,En linea,Efectivo,Completo
728,2023-12-30,Laptop,6,959,0.1,4182,Juan,En linea,Efectivo,Cancelado
729,2023-12-31,Telefono,5,120,0.1,708,Carlos,En linea,Tarjeta,Completo
730,2024-01-01,Tableta,2,341,0.05,3906,Juan,Local,nan,Cancelado
731,2024-01-02,Laptop,1,554,0.05,1811,Maria,Local,Efectivo,Pendiente
732,2024-01-03,Telefono,8,720,,2799,Carlos,Local,nan,Cancelado
733,2024-01-04,Telefono,2,402,0.15,3836,Maria,Local,Tarjeta,Pendiente
734,2024-01-05,Tableta,7,695,0.05,2447,Maria,Local,nan,Cancelado
735,2024-01-06,Laptop,9,694,,1419,Carlos,En linea,Efectivo,Cancelado
736,2024-01-07,Tableta,9,902,0.15,2544,Maria,Local,Efectivo,Completo
737,2024-01-08,Laptop,8,168,0.05,918,Maria,En linea,nan,Cancelado
738,2024-01-09,Telefono,9,228,,2249,Maria,Local,Efectivo,Completo
739,2024-01-10,Telefono,2,295,,3342,Maria,En linea,Efectivo,Pendiente
740,2024-01-11,Telefono,6,239,0.15,1599,Maria,Local,Efectivo,Pendiente
741,2024-01-12,Telefono,4,543,,3892,Maria,Local,Tarjeta,Completo
742,2024-01-13,Tableta,4,382,0.15,3272,Maria,En linea,Tarjeta,Pendiente
743,2024-01-14,Laptop,5,411,0.15,2980,Maria,Local,Efectivo,Cancelado
744,2024-01-15,Laptop,3,845,0.15,2045,Maria,En linea,nan,Completo
745,2024-01-16,Tableta,1,634,0.1,1570,Juan,Local,Tarjeta,Completo
746,2024-01-17,Laptop,8,764,,2350,Juan,Local,nan,Completo
747,2024-01-18,Telefono,5,376,0.15,4698,Maria,En linea,Efectivo,Pendiente
748,2024-01-19,Laptop,3,160,0.05,3439,Juan,Local,Efectivo,Pendiente
749,2024-01-20,Telefono,7,418,0.1,2403,Carlos,En linea,nan,Cancelado
750,2024-01-21,Tableta,7,989,0.1,1178,Juan,Local,Tarjeta,Cancelado
751,2024-01-22,Laptop,1,151,,1488,Maria,Local,nan,Completo
752,2024-01-23,Tableta,9,955,0.15,2975,Maria,Local,nan,Cancelado
753,2024-01-24,Laptop,2,252,,2107,Juan,Local,Efectivo,Pendiente
754,2024-01-25,Telefono,5,848,0.1,3369,Maria,Local,Tarjeta,Cancelado
755,2024-01-26,Tableta,5,410,0.15,2002,Carlos,Local,nan,Pendiente
756,2024-01-27,Laptop,8,913,0.05,2289,Carlos,Local,Tarjeta,Cancelado
757,2024-01-28,Telefono,8,643,0.15,1925,Maria,En linea,Efectivo,Pendiente
758,2024-01-29,Tableta,7,666,0.1,2940,Carlos,Local,Tarjeta,Pendiente
759,2024-01-30,Tableta,7,963,0.05,2542,Carlos,Local,Efectivo,Cancelado
760,2024-01-31,Laptop,6,488,0.15,1778,Juan,Local,Tarjeta,Cancelado
761,2024-02-01,Laptop,6,647,0.05,3094,Carlos,En linea,nan,Pendiente
762,2024-02-02,Laptop,9,721,0.05,2936,Juan,En linea,Efectivo,Completo
763,2024-02-03,Telefono,6,276,0.1,4303,Maria,Local,nan,Cancelado
764,2024-02-04,Laptop,2,461,0.05,2705,Juan,Local,Efectivo,Pendiente
765,2024-02-05,Tableta,2,413,,1527,Maria,Local,Tarjeta,Cancelado
766,2024-02-06,Tableta,5,906,0.1,4039,Maria,En linea,Tarjeta,Cancelado
767,2024-02-07,Laptop,4,947,,3983,Maria,Local,Efectivo,Cancelado
768,2024-02-08,Laptop,2,196,0.05,2741,Maria,En linea,Efectivo,Cancelado
769,2024-02-09,Tableta,3,980,,3265,Maria,Local,Efectivo,Cancelado
770,2024-02-10,Telefono,7,312,0.15,1673,Juan,En linea,Tarjeta,Completo
771,2024-02-11,Laptop,8,928,0.05,3730,Maria,En linea,Efectivo,Completo
772,2024-02-12,Laptop,6,236,0.15,3850,Carlos,Local,Efectivo,Completo
773,2024-02-13,Tableta,5,105,,903,Carlos,Local,nan,Pendiente
774,2024-02-14,Laptop,1,208,0.15,3225,Maria,Local,Efectivo,Completo
775,2024-02-15,Telefono,8,646,0.05,3882,Carlos,Local,nan,Completo
776,2024-02-16,Tableta,3,138,0.15,4663,Juan,Local,nan,Pendiente
777,2024-02-17,Laptop,6,761,,587,Juan,Local,nan,Completo
778,2024-02-18,Tableta,3,524,,1658,Maria,Local,Tarjeta,Cancelado
779,2024-02-19,Laptop,7,729,,4773,Maria,En linea,nan,Completo
780,2024-02-20,Laptop,7,360,0.05,3357,Maria,Local,Efectivo,Completo
781,2024-02-21,Laptop,9,525,,1881,Carlos,Local,Tarjeta,Completo
782,2024-02-22,Telefono,5,186,0.05,2564,Carlos,En linea,Tarjeta,Cancelado
783,2024-02-23,Telefono,8,564,0.15,2874,Juan,Local,Tarjeta,Cancelado
784,2024-02-24,Tableta,8,175,,817,Carlos,Local,Tarjeta,Cancelado
785,2024-02-25,Laptop,1,570,0.15,2002,Juan,Local,Tarjeta,Cancelado
786,2024-02-26,Laptop,5,513,0.1,2542,Carlos,Local,Tarjeta,Pendiente
787,2024-02-27,Telefono,3,924,0.15,2522,Juan,En linea,Tarjeta,Cancelado
788,2024-02-28,Laptop,1,994,0.1,618,Maria,En linea,nan,Cancelado
789,2024-02-29,Telefono,4,825,0.15,1209,Carlos,Local,Efectivo,Cancelado
790,2024-03-01,Laptop,8,556,0.05,4057,Juan,Local,Efectivo,Cancelado
791,2024-03-02,Tableta,3,384,0.15,4640,Carlos,En linea,nan,Pendiente
792,2024-03-03,Laptop,2,338,0.05,4909,Maria,Local,nan,Completo
793,2024-03-04,Laptop,9,776,0.05,3750,Juan,En linea,Tarjeta,Completo
794,2024-03-05,Telefono,5,698,,917,Carlos,En linea,Tarjeta,Cancelado
795,2024-03-06,Laptop,7,752,0.05,3103,Carlos,En linea,nan,Cancelado
796,2024-03-07,Laptop,2,771,0.1,4354,Maria,Local,Tarjeta,Cancelado
797,2024-03-08,Telefono,9,657,,1601,Maria,Local,Efectivo,Completo
798,2024-03-09,Tableta,9,471,,4921,Juan,Local,Efectivo,Completo
799,2024-03-10,Tableta,4,594,0.15,3928,Carlos,En linea,Tarjeta,Cancelado
800,2024-03-11,Telefono,4,723,0.05,2761,Carlos,Local,Tarjeta,Completo
801,2024-03-12,Telefono,6,144,0.05,4669,Maria,Local,Tarjeta,Pendiente
802,2024-03-13,Telefono,6,500,0.1,4134,Maria,En linea,Efectivo,Cancelado
803,2024-03-14,Telefono,1,346,0.15,1008,Juan,Local,Tarjeta,Cancelado
804,2024-03-15,Telefono,9,715,0.15,2879,Carlos,Local,nan,Pendiente
805,2024-03-16,Tableta,2,696,,3664,Carlos,Local,Tarjeta,Pendiente
806,2024-03-17,Tableta,5,549,,1187,Juan,En linea,nan,Completo
807,2024-03-18,Telefono,9,584,,1792,Juan,Local,Tarjeta,Pendiente
808,2024-03-19,Laptop,4,745,0.1,4405,Maria,En linea,Tarjeta,Cancelado
809,2024-03-20,Telefono,3,719,0.1,3575,Maria,En linea,Efectivo,Completo
810,2024-03-21,Laptop,7,117,,3709,Juan,En linea,nan,Pendiente
811,2024-03-22,Telefono,6,705,0.15,824,Juan,Local,nan,Completo
812,2024-03-23,Telefono,8,761,0.1,2493,Carlos,Local,nan,Completo
813,2024-03-24,Tableta,3,857,0.15,4476,Juan,Local,Efectivo,Completo
814,2024-03-25,Laptop,5,388,0.15,3270,Juan,En linea,nan,Completo
815,2024-03-26,Laptop,4,513,0.05,4872,Carlos,En linea,Efectivo,Pendiente
816,2024-03-27,Tableta,4,820,,3083,Juan,Local,Tarjeta,Cancelado
817,2024-03-28,Tableta,4,737,0.05,4057,Maria,En linea,Tarjeta,Cancelado
818,2024-03-29,Tableta,8,334,,4087,Maria,Local,nan,Pendiente
819,2024-03-30,Tableta,6,515,,651,Carlos,Local,Tarjeta,Cancelado
820,2024-03-31,Laptop,3,598,0.15,1454,Juan,Local,Tarjeta,Completo
821,2024-04-01,Laptop,5,733,,4854,Maria,Local,nan,Completo
822,2024-04-02,Telefono,6,749,0.15,2871,Maria,Local,Tarjeta,Completo
823,2024-04-03,Telefono,5,214,0.15,1691,Maria,Local,nan,Pendiente
824,2024-04-04,Tableta,6,773,,1187,Maria,Local,nan,Completo
825,2024-04-05,Tableta,8,812,0.15,809,Juan,En linea,Tarjeta,Completo
826,2024-04-06,Tableta,7,333,0.15,2002,Juan,Local,Tarjeta,Pendiente
827,2024-04-07,Telefono,5,639,0.15,3627,Juan,En linea,Tarjeta,Completo
828,2024-04-08,Telefono,6,110,0.1,3867,Juan,En linea,Tarjeta,Completo
829,2024-04-09,Telefono,4,305,0.15,3895,Maria,Local,Tarjeta,Cancelado
830,2024-04-10,Telefono,9,778,0.1,1313,Carlos,En linea,Efectivo,Pendiente
831,2024-04-11,Telefono,4,346,0.1,1345,Carlos,En linea,Tarjeta,Completo
832,2024-04-12,Telefono,1,658,0.15,1664,Maria,En linea,Efectivo,Completo
833,2024-04-13,Telefono,7,857,0.15,2267,Maria,Local,nan,Completo
834,2024-04-14,Tableta,7,226,0.1,854,Carlos,Local,Tarjeta,Completo
835,2024-04-15,Tableta,4,246,0.1,2372,Carlos,Local,Tarjeta,Cancelado
836,2024-04-16,Tableta,3,217,0.15,2524,Maria,Local,Tarjeta,Cancelado
837,2024-04-17,Tableta,8,481,0.15,3317,Maria,Local,nan,Cancelado
838,2024-04-18,Telefono,5,511,,4332,Juan,En linea,Efectivo,Cancelado
839,2024-04-19,Laptop,7,763,0.1,4775,Juan,En linea,Efectivo,Pendiente
840,2024-04-20,Telefono,4,683,0.1,565,Carlos,Local,Tarjeta,Completo
841,2024-04-21,Laptop,4,462,,4766,Maria,En linea,Tarjeta,Cancelado
842,2024-04-22,Tableta,8,608,0.1,4590,Carlos,En linea,Tarjeta,Completo
843,2024-04-23,Telefono,8,236,0.05,3021,Juan,En linea,Tarjeta,Pendiente
844,2024-04-24,Tableta,2,274,0.1,3081,Juan,En linea,nan,Completo
845,2024-04-25,Telefono,2,388,,1890,Carlos,Local,Tarjeta,Completo
846,2024-04-26,Tableta,3,580,0.05,1630,Juan,Local,nan,Cancelado
847,2024-04-27,Laptop,3,118,0.15,2986,Maria,Local,Tarjeta,Cancelado
848,2024-04-28,Laptop,1,294,,1334,Carlos,En linea,Efectivo,Pendiente
849,2024-04-29,Laptop,3,429,,726,Maria,En linea,Efectivo,Completo
850,2024-04-30,Telefono,6,274,0.15,4015,Maria,Local,Tarjeta,Cancelado
851,2024-05-01,Laptop,8,548,,2943,Juan,Local,Tarjeta,Cancelado
852,2024-05-02,Telefono,6,453,0.1,1227,Maria,En linea,nan,Cancelado
853,2024-05-03,Laptop,5,598,0.15,4186,Carlos,Local,Tarjeta,Pendiente
854,2024-05-04,Laptop,4,240,,4122,Maria,Local,Tarjeta,Completo
855,2024-05-05,Telefono,3,857,0.15,1536,Maria,En linea,Tarjeta,Cancelado
856,2024-05-06,Telefono,4,996,0.15,2332,Maria,En linea,Efectivo,Completo
857,2024-05-07,Laptop,7,192,0.15,3240,Maria,Local,nan,Pendiente
858,2024-05-08,Telefono,1,338,0.05,992,Maria,En linea,Efectivo,Completo
859,2024-05-09,Laptop,7,304,,2048,Juan,Local,nan,Cancelado
860,2024-05-10,Telefono,1,659,0.05,1643,Carlos,En linea,Efectivo,Completo
861,2024-05-11,Tableta,2,532,,4457,Juan,En linea,Tarjeta,Completo
862,2024-05-12,Tableta,4,344,0.1,3907,Carlos,Local,Efectivo,Pendiente
863,2024-05-13,Tableta,1,931,0.1,1139,Carlos,En linea,Efectivo,Pendiente
864,2024-05-14,Tableta,9,416,0.1,672,Carlos,Local,nan,Completo
865,2024-05-15,Tableta,6,394,,4854,Carlos,En linea,nan,Completo
866,2024-05-16,Laptop,1,739,0.15,4459,Carlos,Local,Efectivo,Completo
867,2024-05-17,Tableta,1,955,0.15,1016,Maria,En linea,nan,Pendiente
868,2024-05-18,Tableta,6,381,0.05,1022,Juan,En linea,nan,Pendiente
869,2024-05-19,Tableta,4,116,0.05,2417,Juan,Local,nan,Completo
870,2024-05-20,Tableta,4,170,0.1,3386,Maria,En linea,nan,Pendiente
871,2024-05-21,Telefono,6,368,0.05,2664,Carlos,Local,nan,Cancelado
872,2024-05-22,Laptop,7,424,,2429,Juan,En linea,Efectivo,Pendiente
873,2024-05-23,Tableta,9,893,,4445,Maria,En linea,nan,Pendiente
874,2024-05-24,Tableta,5,404,0.05,2709,Maria,Local,Tarjeta,Pendiente
875,2024-05-25,Tableta,9,550,0.05,4283,Juan,En linea,Efectivo,Cancelado
876,2024-05-26,Laptop,4,106,0.05,3090,Juan,En linea,Efectivo,Cancelado
877,2024-05-27,Telefono,2,413,0.05,4576,Carlos,Local,Efectivo,Cancelado
878,2024-05-28,Laptop,3,916,0.1,1593,Carlos,En linea,nan,Completo
879,2024-05-29,Telefono,1,202,0.1,4380,Juan,Local,Tarjeta,Completo
880,2024-05-30,Tableta,6,920,0.05,2994,Carlos,Local,nan,Cancelado
881,2024-05-31,Tableta,6,292,,3079,Maria,Local,Efectivo,Completo
882,2024-06-01,Laptop,1,852,0.1,2988,Carlos,En linea,Efectivo,Completo
883,2024-06-02,Laptop,3,673,,3285,Carlos,En linea,Efectivo,Completo
884,2024-06-03,Telefono,5,628,0.15,3258,Maria,Local,Efectivo,Cancelado
885,2024-06-04,Telefono,3,270,,2074,Carlos,En linea,nan,Pendiente
886,2024-06-05,Laptop,3,636,0.05,2873,Maria,Local,Tarjeta,Cancelado
887,2024-06-06,Telefono,3,350,0.15,4490,Carlos,En linea,Tarjeta,Cancelado
888,2024-06-07,Laptop,5,864,0.1,1593,Juan,Local,Efectivo,Completo
889,2024-06-08,Telefono,5,486,0.1,1689,Carlos,Local,Tarjeta,Completo
890,2024-06-09,Laptop,4,306,0.15,3189,Juan,En linea,Efectivo,Pendiente
891,2024-06-10,Laptop,1,640,,4595,Juan,Local,Efectivo,Pendiente
892,2024-06-11,Laptop,5,728,0.1,2375,Juan,Local,Tarjeta,Pendiente
893,2024-06-12,Telefono,5,515,0.05,3906,Juan,En linea,Efectivo,Pendiente
894,2024-06-13,Telefono,4,893,0.15,2287,Juan,Local,Tarjeta,Cancelado
895,2024-06-14,Telefono,6,479,0.05,4432,Maria,Local,Efectivo,Pendiente
896,2024-06-15,Laptop,4,243,0.15,2107,Maria,En linea,Tarjeta,Cancelado
897,2024-06-16,Telefono,7,124,0.1,4248,Maria,Local,Efectivo,Completo
898,2024-06-17,Telefono,7,921,,548,Juan,Local,Tarjeta,Pendiente
899,2024-06-18,Laptop,2,767,0.15,4361,Carlos,Local,Efectivo,Completo
900,2024-06-19,Tableta,3,172,0.15,2680,Maria,Local,Efectivo,Completo
901,2024-06-20,Laptop,1,731,0.05,3546,Carlos,Local,Efectivo,Cancelado
902,2024-06-21,Telefono,8,923,0.1,3333,Carlos,Local,Tarjeta,Pendiente
903,2024-06-22,Laptop,9,932,0.05,1897,Juan,Local,nan,Cancelado
904,2024-06-23,Tableta,4,192,0.1,4326,Juan,Local,Efectivo,Completo
905,2024-06-24,Laptop,6,604,0.05,1331,Juan,En linea,Efectivo,Pendiente
906,2024-06-25,Telefono,9,697,0.15,3197,Maria,Local,Tarjeta,Completo
907,2024-06-26,Tableta,6,435,0.05,3235,Juan,Local,Efectivo,Completo
908,2024-06-27,Telefono,9,524,,581,Maria,En linea,Efectivo,Pendiente
909,2024-06-28,Tableta,4,598,0.1,586,Maria,Local,Efectivo,Pendiente
910,2024-06-29,Tableta,8,463,0.1,2563,Maria,Local,Efectivo,Pendiente
911,2024-06-30,Laptop,9,729,0.15,1321,Maria,Local,nan,Cancelado
912,2024-07-01,Laptop,4,844,0.1,662,Juan,Local,nan,Cancelado
913,2024-07-02,Telefono,5,298,,4239,Maria,Local,Efectivo,Completo
914,2024-07-03,Laptop,8,817,0.05,2897,Juan,Local,Efectivo,Pendiente
915,2024-07-04,Laptop,6,512,0.15,2432,Juan,En linea,Efectivo,Completo
916,2024-07-05,Tableta,7,438,,3228,Maria,En linea,nan,Completo
917,2024-07-06,Laptop,3,758,0.1,4035,Juan,En linea,nan,Completo
918,2024-07-07,Tableta,7,528,0.1,3946,Carlos,En linea,Tarjeta,Completo
919,2024-07-08,Tableta,8,882,,3290,Juan,En linea,Tarjeta,Completo
920,2024-07-09,Tableta,6,998,0.05,3207,Juan,Local,Efectivo,Pendiente
921,2024-07-10,Telefono,9,238,0.05,4433,Maria,Local,Efectivo,Cancelado
922,2024-07-11,Telefono,6,792,0.15,3885,Maria,Local,nan,Pendiente
923,2024-07-12,Telefono,9,641,0.1,1422,Juan,Local,Efectivo,Pendiente
924,2024-07-13,Tableta,4,156,,2675,Maria,Local,Efectivo,Pendiente
925,2024-07-14,Telefono,8,331,0.05,2082,Carlos,En linea,nan,Cancelado
926,2024-07-15,Telefono,4,757,0.15,1064,Carlos,En linea,nan,Cancelado
927,2024-07-16,Laptop,2,534,0.1,3758,Maria,Local,nan,Cancelado
928,2024-07-17,Telefono,9,483,0.1,3097,Juan,Local,nan,Pendiente
929,2024-07-18,Telefono,5,659,0.15,3000,Carlos,Local,Tarjeta,Cancelado
930,2024-07-19,Tableta,4,293,0.15,1487,Carlos,En linea,nan,Completo
931,2024-07-20,Tableta,2,835,0.05,4136,Juan,En linea,nan,Cancelado
932,2024-07-21,Tableta,1,747,,723,Maria,Local,Efectivo,Pendiente
933,2024-07-22,Tableta,7,633,0.1,850,Carlos,En linea,Efectivo,Pendiente
934,2024-07-23,Tableta,6,617,,2428,Juan,Local,Efectivo,Completo
935,2024-07-24,Tableta,2,815,0.1,848,Juan,En linea,Tarjeta,Cancelado
936,2024-07-25,Telefono,8,850,0.1,4777,Carlos,En linea,nan,Cancelado
937,2024-07-26,Tableta,4,284,,1517,Maria,Local,nan,Completo
938,2024-07-27,Tableta,8,971,0.15,2726,Carlos,En linea,Tarjeta,Pendiente
939,2024-07-28,Laptop,7,391,0.05,4624,Juan,En linea,nan,Pendiente
940,2024-07-29,Telefono,5,434,0.1,2919,Carlos,Local,Efectivo,Cancelado
941,2024-07-30,Telefono,8,831,0.15,2393,Maria,En linea,Tarjeta,Cancelado
942,2024-07-31,Telefono,9,215,0.1,3540,Juan,Local,nan,Cancelado
943,2024-08-01,Tableta,5,924,0.05,2568,Maria,En linea,Tarjeta,Cancelado
944,2024-08-02,Tableta,5,148,0.1,1625,Carlos,Local,Tarjeta,Cancelado
945,2024-08-03,Tableta,2,784,0.05,3617,Carlos,Local,nan,Pendiente
946,2024-08-04,Laptop,5,181,0.05,4661,Maria,En linea,Efectivo,Pendiente
947,2024-08-05,Tableta,3,933,0.1,4542,Carlos,En linea,nan,Pendiente
948,2024-08-06,Laptop,7,432,0.1,4933,Maria,Local,nan,Pendiente
949,2024-08-07,Telefono,5,656,0.05,2670,Carlos,En linea,Efectivo,Completo
950,2024-08-08,Tableta,8,434,0.15,946,Maria,En linea,nan,Pendiente
951,2024-08-09,Laptop,1,631,,3158,Maria,En linea,nan,Completo
952,2024-08-10,Laptop,3,320,0.05,3862,Juan,Local,nan,Pendiente
953,2024-08-11,Tableta,3,734,0.1,3218,Juan,Local,Tarjeta,Cancelado
954,2024-08-12,Telefono,9,845,0.1,3983,Maria,Local,Tarjeta,Cancelado
955,2024-08-13,Telefono,5,832,0.15,3444,Carlos,En linea,Tarjeta,Cancelado
956,2024-08-14,Telefono,9,422,,4876,Carlos,En linea,nan,Completo
957,2024-08-15,Laptop,9,950,0.05,1095,Carlos,Local,Efectivo,Pendiente
958,2024-08-16,Laptop,1,102,0.05,2486,Maria,Local,Tarjeta,Pendiente
959,2024-08-17,Laptop,2,793,,3250,Maria,En linea,Efectivo,Completo
960,2024-08-18,Laptop,5,305,0.05,1574,Maria,En linea,nan,Completo
961,2024-08-19,Telefono,4,931,,4469,Maria,En linea,Tarjeta,Completo
962,2024-08-20,Tableta,9,139,0.1,4805,Juan,En linea,nan,Completo
963,2024-08-21,Laptop,7,158,,4721,Maria,Local,Efectivo,Completo
964,2024-08-22,Laptop,6,673,0.05,4080,Carlos,En linea,Tarjeta,Cancelado
965,2024-08-23,Telefono,7,743,,3507,Juan,En linea,Tarjeta,Pendiente
966,2024-08-24,Tableta,1,606,0.15,1469,Carlos,Local,Tarjeta,Completo
967,2024-08-25,Tableta,1,671,0.1,1080,Maria,Local,Tarjeta,Cancelado
968,2024-08-26,Telefono,8,983,0.1,3324,Juan,En linea,Efectivo,Completo
969,2024-08-27,Telefono,2,942,,4501,Maria,Local,Tarjeta,Cancelado
970,2024-08-28,Tableta,9,221,0.05,1711,Juan,En linea,nan,Completo
971,2024-08-29,Laptop,7,578,0.15,729,Carlos,En linea,Tarjeta,Pendiente
972,2024-08-30,Tableta,6,718,0.1,4784,Maria,Local,Efectivo,Completo
973,2024-08-31,Telefono,1,195,0.1,3685,Maria,Local,Tarjeta,Completo
974,2024-09-01,Laptop,1,958,0.05,1001,Juan,En linea,Efectivo,Pendiente
975,2024-09-02,Laptop,2,513,0.05,2632,Juan,Local,Efectivo,Pendiente
976,2024-09-03,Telefono,6,334,0.15,548,Maria,En linea,nan,Completo
977,2024-09-04,Telefono,6,997,,4066,Juan,En linea,Tarjeta,Pendiente
978,2024-09-05,Telefono,2,161,0.05,3555,Maria,En linea,Tarjeta,Pendiente
979,2024-09-06,Tableta,1,355,,1188,Juan,Local,Tarjeta,Cancelado
